Index,ID,Last Job,Influence,Risk Score,Hiring Score,Work Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8,Skill 9,Skill 10
420,420,Case Manager/Outreach Advocate,7,13.6,48.07,12,Case Management,Counseling,Communication,Problem Solving,Time Management,Customer Service,Data Entry,Eligibility Determination,,
421,421,Information Technology Supervisor,9,69.4,4.27,13,Leadership,IT Project Management,Network Administration,Troubleshooting,Communication,Radiology,Customer Service,Data Entry,Cisco Routing,
422,422,HR Consultant,9,25.5,41.74,17,HRIS (Human Resource Information System),Business Analysis,Project Management,Data Analysis,"SAP (Systems, Applications, and Products in Data Processing)",Payroll Management,Leadership,Communication,Process Improvement,
423,423,Healthcare Associate,7,12.5,55.49,22,Leadership,Communication,Teamwork,Time Management,Inventory Management,Healthcare Management,Patient Care,,,
424,424,Senior Application Specialist,9,0.0,46.85,29,Project Management,Technical Support,Training and Development,Revenue Cycle Management,Data Analysis,Leadership,Communication,Problem-Solving,Healthcare Management,
425,425,Information Technology Manager,9,6.0,44.08,24,Leadership,Project Management,Network Management,Database Management,Operating Systems,Hardware Management,Software Management,Quality Assurance,Budgeting,Capacity Planning
426,426,Lead Accountant,7,8.3,74.12,18,Financial Analysis,Budgeting,Financial Reporting,Accounting,Financial Planning,Risk Management,Leadership,Internal Controls,Data Analysis,
427,427,Community Advocate,6,8.0,18.04,9,Customer Service,Data Entry,Communication,Leadership,Time Management,Problem-Solving,Microsoft Office,,,
428,428,Accountant,8,21.2,24.99,22,Accounting,Financial Analysis,Budgeting,Financial Reporting,Payroll Management,Leadership,Time Management,Communication,Problem-Solving,Microsoft Excel
429,429,Recruiter-in-Charge,8,55.0,8.99,17,Leadership,Project Management,Marketing,Team Management,Recruitment,Aviation Electronics,Business Administration,Management,,
430,430,Accountant I,8,25.0,38.42,15,Accounting,Financial Analysis,Payroll Management,Budgeting,Financial Reconciliation,Tax Preparation,Microsoft Office,Accounting Software,Time Management,Organizational Skills
431,431,Accountant,7,24.3,34.96,18,Accounting,Financial Analysis,Payroll Support,Sales Tax Administration,Bank Reconciliation,Accounts Payable,Accounts Receivable,Leadership,Financial Reporting,Microsoft Office
432,432,Executive Director,10,26.0,27.56,29,Leadership,Project Management,Public Relations,Communication,Strategic Planning,Law Enforcement,Team Management,Marketing,,
433,433,Field Support Specialist,7,23.7,21.65,24,Technical Support,Troubleshooting,Customer Service,Communication,Teaching,,,,,
434,434,Information Technology Specialist,7,22.7,24.44,7,Technical Support,Computer Systems Administration,Network Administration,Troubleshooting,Leadership,Project Management,Communication,Problem-Solving,Time Management,Security
435,435,Accountant,8,17.1,46.09,16.5,Financial Reconciliation,General Accounting,Payroll Management,Budgeting,Leadership,Tax Preparation,Financial Analysis,Account Management,Microsoft Excel,
436,436,Finance Manager,9,16.7,39.72,31,Sales Management,Leadership,Customer Service,Product Knowledge,Inventory Management,Finance Management,Time Management,Communication,,
437,437,Finance Business Partner,9,33.3,12.84,17,Financial Planning,Budgeting,Data Analysis,Process Improvement,Leadership,Financial Modeling,Operations Management,Cost Management,Microsoft Excel,
438,438,Air Freight Agent,6,25.0,24.85,13,Logistics Management,Tariff Coding,Shipping Documentation,Problem Resolution,Communication,Time Management,,,,
439,439,Account Executive,9,20.5,33.31,21,Healthcare Management,Leadership,Business Development,Sales,Project Management,Staff Management,Budgeting,Data Analysis,Communication,Time Management
440,440,Finance Director,9,4.0,52.76,13.33,Financial Management,Budgeting,Financial Analysis,Leadership,Taxation,Accounting,Financial Reporting,Compliance,Audit,
441,441,LEAD ENGINEER - FLUID SYSTEMS AND THERMAL ACCESSORIES,9,12.5,46.85,20,Mechanical Engineering,Fluid Systems Design,Thermal Accessories Design,Failure Mode and Effects Analysis (FMEA),Computational Fluid Dynamics (CFD),Leadership,Project Management,,,
442,442,Treasury Management Liaison,9,0.0,68.31,24,Treasury Management,Leadership,Operations Management,Risk Management,Customer Service,Financial Analysis,,,,
443,443,Branch Manager,7,44.4,15.41,11,Leadership,Customer Service,Sales and Growth,Risk Management,Financial Transactions,Account Management,Community Development,,,
444,444,Material Control Specialist,7,0.0,64.4,13,Inventory Management,Logistics Management,Supply Chain Management,Asset Management,Leadership,Aviation Logistics,Procurement,Data Management,,
445,445,Clinical Service Advocate,5,55.8,17.01,11,Counseling,Case Management,Community Outreach,Communication,Problem-Solving,,,,,
446,446,HR Partner,9,19.0,33.58,34,Human Resources,Leadership,Performance Management,Policy Interpretation,Recruitment,Compensation Management,Employee Development,Organizational Design,,
447,447,Non Commissioned Security Officer,9,25.0,38.42,21.5,Security,Surveillance,Leadership,Communication,Problem-Solving,Time Management,Teamwork,Attention to Detail,,
448,448,Branch Manager,8,16.0,50.61,22,Leadership,Financial Analysis,Business Development,Accounting,Project Management,Customer Service,Sales,Budgeting,Credit Analysis,Marketing
449,449,STOREKEEPER II,7,29.5,36.03,17,Inventory Management,Leadership,Customer Service,Procurement,Microsoft Excel,Quality Control,Logistics,,,
450,450,Mechanical Design Engineer Intern,4,29.5,28.45,4,Mechanical Design,3D Modeling,Finite Element Analysis (FEA),Project Management,Stress Analysis,Flow Assurance,CFD Analysis,ProEngineer,Pipesim,Ansys Fluent
451,451,"Assistant, Acquisitions and Dispositions",7,0.0,4.01,25,Real Estate Acquisitions,Real Estate Dispositions,Financial Analysis,Project Management,,,,,,
452,452,Finance,7,32.3,29.68,11,Financial Analysis,Budgeting,Cost Control,Auditing,Financial Reporting,Communication,Accounting,,,
453,453,Aviation Maintenance Egress Leading Petty Officer,9,77.0,1.51,23,Aviation Maintenance,Quality Assurance,Leadership,Training and Development,Safety Management,Project Management,,,,
454,454,Office Manager,7,46.6,5.45,12,Accounting,Payroll Management,Budgeting,Leadership,Time Management,Customer Service,Data Entry,Financial Analysis,Project Management,Communication
455,455,Accountant III,7,8.3,33.78,28,Financial Reconciliation,General Accounting,Payroll Management,Leadership,Budgeting,Cash Management,Credit Analysis,Accounts Receivable Management,Financial Analysis,Oracle Accounting
456,456,Managing Principal,9,25.0,38.42,19,Project Finance,Investment Banking,Corporate Finance,Financial Modeling,Negotiation,Leadership,Financial Analysis,Risk Management,,
457,457,Information Technology Intern,3,33.4,27.13,1,Microsoft Excel,Technical Support,Communication,American Sign Language (ASL),,,,,,
458,458,HR Manager,9,12.5,40.36,23,Human Resource Management,Recruitment,Benefits Administration,Payroll Management,Employee Relations,Policy Compliance,Leadership,Team Management,,
459,459,HR Generalist,8,19.0,33.7,27.67,Human Resource Management,Recruitment and Hiring,Employee Relations,Training and Development,Leadership and Management,Time Management and Organization,Customer Service,,,
460,460,NC AIR GUARD HEALTH SERVICES MANAGER,7,13.5,37.86,11,Healthcare Management,Patient Care,Medical Records Management,Supply Chain Management,,,,,,
461,461,Senior Medical Recruiter,8,0.0,76.84,12,Leadership,Communication,Recruitment,Customer Service,Time Management,Microsoft Excel,Problem-Solving,Team Motivation,,
462,462,Regional Banking District Manager Vice President,10,8.3,52.71,25,Leadership,Staff Management,Business Development,Strategic planning,Financial Management,Customer Service,Organization and Time management,Negotiation,Business planning,Sales and marketing
463,463,Patient Advocate,5,25.0,13.93,12,Tax Preparation,Financial Analysis,Leadership,Customer Service,Data Entry,Time Management,Attention to Detail,Communication,,
464,464,Customer Service Rep,9,8.0,57.81,12,Customer Service,Communication,Problem-Solving,Leadership,Time Management,Teamwork,Technical Skills,Safety and Security,Data Entry,Aviation
465,465,Information Technology Specialist,6,0.0,64.4,3,Technical Support,Information Assurance,Network Administration,Windows Operating System,Leadership,Cable Installation and Maintenance,Troubleshooting,Communication Systems,Cybersecurity,
466,466,Project Analyst,9,0.0,69.77,23,Project Management,Data Analysis,Leadership,Communication,Risk Management,Compliance,,,,
467,467,Information Technology Specialist,7,6.0,79.52,6,Automation,Troubleshooting,Customer Service,Leadership,Training and Development,Technical Support,Problem-Solving,Communication,,
468,468,Information Technology Bureau Deputy Director,9,11.7,55.2,24,Leadership,Project Management,IT Service Management,Network Administration,Database Administration,Computer Systems,Teaching,Consulting,Optical Networking,System Analysis and Design
469,469,Physical Therapy Aide,8,50.0,10.25,24,Leadership,Customer Service,Time Management,Communication,Team Management,Budgeting,Sales,,,
470,470,HR Generalist,7,15.4,55.7,20,Payroll Management,Human Resources Management,Recruitment,Employee Relations,Benefits Administration,Customer Service,,,,
471,471,Finance Operations/ Supervisor Manager,9,10.0,62.24,25,Leadership,Project Management,Customer Service,Performance Management,Quality Control,,,,,
472,472,"Director, Vendor Services and Compliance",9,44.8,11.03,18,Human Resource Management,Project Management,Leadership,Communication,Business Analysis,Risk Management,Payroll Management,Benefits Administration,,
473,473,Grants Manager,8,0.0,64.4,12,Grant Management,Financial Administration,Research Administration,Leadership,Project Management,Investment Banking,Financial Analysis,,,
474,474,Landscaper,5,10.0,4.01,7,Leadership,Time Management,Training and Development,,,,,,,
475,475,Finance Manager,7,31.2,14.89,18,Financial Planning,Accounting,Financial Analysis,Bookkeeping,Payroll Management,Leadership,Microsoft Excel,QuickBooks,Financial Edge,
476,476,Fitness Instructor,7,42.4,15.54,12,Fitness Instruction,Customer Service,Office Administration,Communication,Time Management,,,,,
477,477,Budget and Administration Manager,7,25.0,38.42,16,Budgeting,Financial Management,Contract Management,Human Resources,Leadership,Project Management,Customer Service,Microsoft Excel,Database Management,Communication
478,478,Substitute Teacher,6,31.0,22.31,23,Patient Care,Medical Administration,Event Planning,Communication,Time Management,,,,,
479,479,Flight Manager,8,17.8,26.79,11,Leadership,Communication,Problem-Solving,Customer Service,Project Management,Team Collaboration,Time Management,,,
480,480,DIRECTOR OF FINANCE,9,8.0,54.51,24,Financial Analysis,Financial Reporting,Financial Compliance,Investment Analysis,Microsoft Excel,Leadership,Financial Planning,Accounting,,
481,481,HR Employee Relations Specialist,8,16.7,47.4,23,Employee Relations,Training and Development,Leadership,Communication,,,,,,
482,482,Finance Manager,8,72.2,4.56,14,Financial Management,Sales Management,Leadership,Time Management,Negotiation,Customer Relationship Management,Training and Development,,,
483,483,Information Technology Specialist,8,0.0,76.84,20,Network Security,Troubleshooting,System Administration,Helpdesk Support,Computer Systems,Information Assurance,TCP/IP Configuration,Operating System Management,,
484,484,Combat Marksmanship Trainer/ Primary Marksmanship Instructor,7,17.0,28.82,nan,Leadership,Instructor/Training,Marksmanship,Martial Arts,Project Management,Team Management,Communication,Problem-Solving,,
485,485,Flight Attendant,9,55.0,10.14,37,Leadership,Investigation,Data Management,Project Management,Training and Development,Communication,Problem-Solving,Time Management,Teamwork,
486,486,Aviation Supply Specialists,7,47.5,18.83,nan,Supply Chain Management,Inventory Management,Leadership,Hazardous Materials Handling,Logistics,Accounting,Material Management,,,
487,487,Accountant,9,9.8,62.52,30,Accounting,Financial Analysis,Budgeting,Financial Reporting,Account Reconciliation,SAP,Communication,Time Management,Attention to Detail,
488,488,Program Assistant,6,37.2,19.64,16,Customer Service,Data Entry,Office Administration,Time Management,Communication,Microsoft Excel,,,,
489,489,HR Coordinator,7,0.0,52.71,12,Human Resources,Payroll Management,Financial Management,Leadership,Recruitment,Employee Relations,Compliance,Project Management,Customer Service,
490,490,Customer Service Advocate,7,30.9,23.5,17,Leadership,Customer Service,Communication,Coaching,Teaching,Project Management,Data Analysis,Quality Assurance,Public Speaking,Time Management
491,491,OCCUPATIONAL HEALTH NURSE COORDINATOR,6,0.0,76.84,22,Occupational Health,Nursing,Patient Assessment,Medication Administration,Emergency Response,Health Education,,,,
492,492,Mechanical Engineer,8,29.5,31.27,16,Mechanical Engineering,Project Management,Troubleshooting,Electro/Mechanical Skill,Water Treatment,Leadership,Design of controls for pumps and motors,Marine Engineering,Power Plant Maintenance,
493,493,Aircraft Sales,8,14.3,50.17,nan,Aviation Management,Aircraft Appraisal,Safety Inspections,Project Management,Leadership,Welding,Plan Reading,Time Management,Team Management,Communication
